X,Y,Z,wX,wY,wZ,L,R
  3.371082,   1.047797, -14.092384,   0.106433,   0.992916,  -0.052816,   6.000000,   0.500000 
-11.682513,   3.840851,   5.676970,   0.330451,   0.570557,   0.751842,   6.000000,   0.500000
  6.238548,   9.150965,  -4.203096,   0.078666,  -0.791275,  -0.606380,   6.000000,   0.500000
-12.312486,  -7.836878,  14.840482,  -0.011414,  -0.650220,   0.759660,   6.000000,   0.500000
-14.053832,  -1.172893,   1.014942,  -0.289834,  -0.744303,  -0.601672,   6.000000,   0.500000
  3.498363,  -6.374702,   9.935946,   0.429108,   0.738399,  -0.520224,   6.000000,   0.500000
 -9.036793,  11.389336,  -8.974622,  -0.691638,   0.570359,   0.443089,   6.000000,   0.500000
  2.216496,   1.818815,   3.851475,   0.063258,   0.808420,   0.585197,   6.000000,   0.500000
 -8.886777,   6.762356,  -6.890879,  -0.658803,   0.290877,  -0.693808,   6.000000,   0.500000
-12.591992,   8.850947, -10.648957,   0.401878,  -0.318836,   0.858393,   6.000000,   0.500000
 12.048823,  14.093277,  -3.563083,   0.103337,   0.281637,   0.953940,   6.000000,   0.500000
  3.280331,   3.384471,  -5.662325,  -0.166794,   0.846844,   0.505010,   6.000000,   0.500000
  9.423615,   5.989229,  -3.547944,   0.108730,  -0.443631,   0.889589,   6.000000,   0.500000
-10.661573,   9.205165,   1.688137,   0.331778,   0.163369,   0.929104,   6.000000,   0.500000
 13.989624,  -4.408198,   1.313635,   0.754534,   0.279423,   0.593803,   6.000000,   0.500000
  7.464192, -10.005766,  -0.846041,   0.272381,   0.723178,  -0.634682,   6.000000,   0.500000
  8.085630,   4.068686,  10.014941,  -0.038561,   0.771043,  -0.635615,   6.000000,   0.500000
 -3.549463,   9.524014,  -0.727590,  -0.078800,  -0.788890,  -0.609462,   6.000000,   0.500000
-10.001934,   9.675391,   7.021278,  -0.313090,  -0.140651,  -0.939251,   6.000000,   0.500000
  5.700245, -14.406497,   4.290367,   0.162572,  -0.024006,   0.986405,   6.000000,   0.500000
 -4.681624,   1.813170,   9.316737,  -0.275918,  -0.408639,  -0.869991,   6.000000,   0.500000
 -1.516544,   9.144286,   2.612544,   0.371225,   0.752366,   0.544185,   6.000000,   0.500000
-13.822079,   4.535544,   3.503185,   0.277712,   0.554113,   0.784751,   6.000000,   0.500000
 13.216658,  -4.031957,  -1.475889,  -0.275291,  -0.874031,  -0.400357,   6.000000,   0.500000
  9.456151,  11.310611,   3.107938,  -0.355912,   0.205887,  -0.911558,   6.000000,   0.500000
-12.849106,   4.399704, -11.475465,  -0.465384,   0.318313,  -0.825890,   6.000000,   0.500000
 11.197999,  -8.794368,   8.324719,  -0.068779,  -0.693299,   0.717360,   6.000000,   0.500000
  4.677034, -13.134259,  -9.066737,  -0.116642,  -0.984226,  -0.133019,   6.000000,   0.500000
 13.041354,  11.872953,   7.491488,  -0.441385,   0.008279,  -0.897280,   6.000000,   0.500000
 12.697554,  14.992454,  -2.793477,   0.023933,   0.340607,   0.939901,   6.000000,   0.500000
-13.321752, -12.211122,  -3.352276,  -0.000529,  -0.971366,  -0.237589,   6.000000,   0.500000
-13.288390,  -5.390275, -10.877670,  -0.522317,  -0.837027,   0.163005,   6.000000,   0.500000
-13.170053,  -6.625109,  -3.919535,   0.052917,  -0.993341,   0.102342,   6.000000,   0.500000
 14.644106,  10.546766,   6.785322,  -0.410135,   0.080698,  -0.908447,   6.000000,   0.500000
 -6.713256,  10.857344, -14.282876,  -0.266206,  -0.358807,  -0.894646,   6.000000,   0.500000
 -8.052948,  -4.619998,   5.785327,  -0.573699,  -0.024419,  -0.818702,   6.000000,   0.500000
 -8.645484,  14.183876,  -4.957108,   0.405533,  -0.792906,  -0.454800,   6.000000,   0.500000
  1.969047,  -6.221045,  13.079642,   0.428730,   0.718282,  -0.547961,   6.000000,   0.500000
-10.921195, -12.038156, -14.349647,  -0.353933,   0.006412,   0.935249,   6.000000,   0.500000
 -3.729800,  -3.380664,  14.034568,  -0.549180,  -0.018727,  -0.835494,   6.000000,   0.500000
 -1.978121,  10.520179,   5.365886,   0.294517,   0.673776,   0.677707,   6.000000,   0.500000
 -8.951142,   6.124266,  14.873484,  -0.406344,  -0.452883,  -0.793588,   6.000000,   0.500000
 13.552124,  12.056402,  10.611231,  -0.418783,   0.018955,  -0.907889,   6.000000,   0.500000
 -3.000957,   3.520407,  11.731277,  -0.207196,   0.509184,   0.835345,   6.000000,   0.500000
  0.754747, -13.504994,  -7.600198,  -0.211664,   0.974943,  -0.068447,   6.000000,   0.500000
 -7.486339,  -8.313965,   5.713202,  -0.031385,   0.530930,  -0.846834,   6.000000,   0.500000
  0.131207,  -4.431669, -13.398740,   0.349943,   0.668349,   0.656391,   6.000000,   0.500000
 12.507363,  -6.800638,   7.100878,   0.357438,  -0.522566,   0.774056,   6.000000,   0.500000
 -5.693476,   9.400374,  -8.721479,   0.292944,  -0.704850,  -0.646043,   6.000000,   0.500000
 -8.476470,   5.576866, -12.798600,  -0.247222,  -0.465182,  -0.849992,   6.000000,   0.500000
 -7.244258, -13.088982, -14.333252,  -0.410543,   0.266785,   0.871941,   6.000000,   0.500000
 -3.003668,   2.471405,  11.713214,  -0.056121,   0.522676,   0.850682,   6.000000,   0.500000
 -1.387225, -14.660584, -12.250461,   0.113363,  -0.309337,  -0.944171,   6.000000,   0.500000
-14.739889, -12.101539, -11.615875,  -0.401609,  -0.660397,   0.634497,   6.000000,   0.500000
 13.382552,   4.735053,  -9.026462,   0.272285,  -0.700632,   0.659527,   6.000000,   0.500000
 -3.527059,   4.366655, -13.138095,  -0.071572,   0.691450,   0.718871,   6.000000,   0.500000
 -4.441317,  13.761072,  -3.314667,   0.372760,  -0.859732,  -0.349158,   6.000000,   0.500000
 -6.030452,   4.881170, -13.897153,   0.175640,   0.491468,   0.853000,   6.000000,   0.500000
 -0.082255,  -9.353157,   9.985936,  -0.183689,  -0.411789,   0.892574,   6.000000,   0.500000
  8.106428,  -3.610548,   7.118651,  -0.203453,  -0.936222,   0.286522,   6.000000,   0.500000
 13.373680,  10.482876,   6.155387,   0.412592,  -0.049970,   0.909544,   6.000000,   0.500000
-14.500019,   9.794320,   6.060842,   0.349036,  -0.038186,   0.936331,   6.000000,   0.500000
  3.140719,  -1.662684,  -4.772944,   0.271916,  -0.638777,  -0.719740,   6.000000,   0.500000
  6.267016, -13.333491,  11.275856,  -0.507404,  -0.578826,  -0.638359,   6.000000,   0.500000
-10.013621, -10.741181,  -0.889008,  -0.202611,   0.729059,   0.653775,   6.000000,   0.500000
 -4.626346,  14.455335,   4.941342,  -0.368434,   0.171491,   0.913700,   6.000000,   0.500000
 10.426000,  12.226290, -11.800921,   0.108216,  -0.121235,   0.986707,   6.000000,   0.500000
 11.412744,  -6.752770, -13.051705,  -0.624989,  -0.741205,  -0.244956,   6.000000,   0.500000
  0.105156,  14.813978,   0.822889,  -0.005868,  -0.957370,  -0.288803,   6.000000,   0.500000
 -3.433343, -10.981035,   1.123486,   0.508130,   0.287916,  -0.811731,   6.000000,   0.500000
  1.873043,  -5.302295,  11.430557,  -0.445788,  -0.532116,   0.719810,   6.000000,   0.500000
 10.573500, -14.850895,  -1.573627,  -0.112426,  -0.401292,  -0.909024,   6.000000,   0.500000
 10.493438,   0.025566,  -2.611135,   0.000648,   0.900277,  -0.435316,   6.000000,   0.500000
  2.977748, -13.484982,   2.422367,   0.222800,   0.955862,  -0.191539,   6.000000,   0.500000
 13.470141,  12.941265,  -7.382064,  -0.419435,  -0.392188,  -0.818696,   6.000000,   0.500000
 12.545450,  12.363928,  -1.549590,   0.206679,   0.161863,   0.964927,   6.000000,   0.500000
  9.259234,  10.211549,   0.045991,  -0.296094,   0.147271,  -0.943737,   6.000000,   0.500000
 -4.601634,  -7.786162, -12.451130,   0.279216,  -0.031344,   0.959717,   6.000000,   0.500000
 -1.494807,   8.631939,   1.292112,  -0.245887,  -0.854893,  -0.456835,   6.000000,   0.500000
 -5.974309,   3.681149,   0.194334,   0.636226,   0.389130,   0.666179,   6.000000,   0.500000
-13.178942,   1.281585,  -9.831307,   0.366865,  -0.508101,   0.779258,   6.000000,   0.500000
  3.795162, -14.847417, -13.843174,   0.347258,   0.922127,   0.170569,   6.000000,   0.500000
  0.685188, -13.695950,  -0.378298,  -0.130764,  -0.928987,  -0.346242,   6.000000,   0.500000
  9.027545,  -3.600305,   6.919036,   0.198245,   0.876009,  -0.439668,   6.000000,   0.500000
-14.255728,   9.023810,   3.097561,   0.278817,  -0.001218,   0.960344,   6.000000,   0.500000
-13.986452,   2.425324, -10.149023,  -0.326127,   0.538299,  -0.777094,   6.000000,   0.500000
 12.315638,   4.339813,  -5.797698,   0.014966,  -0.525239,   0.850823,   6.000000,   0.500000
-11.706574,  -7.040722, -13.614081,  -0.261766,   0.609290,  -0.748495,   6.000000,   0.500000
  1.964681,   2.606473,   7.437044,  -0.183105,  -0.802231,  -0.568241,   6.000000,   0.500000
  6.510522,  -7.617010,  -2.881723,   0.371919,   0.747575,  -0.550279,   6.000000,   0.500000
-13.010887,   6.115767,  -6.377171,   0.261229,  -0.121704,   0.957574,   6.000000,   0.500000
  4.897945, -11.243730,   3.139631,  -0.566349,  -0.741586,   0.359582,   6.000000,   0.500000
 -4.917318,   2.488762,  -3.547297,  -0.452617,  -0.366899,  -0.812726,   6.000000,   0.500000
  7.413949, -12.412348,  -5.039984,  -0.226688,  -0.952213,  -0.204703,   6.000000,   0.500000
 14.106620,  12.552737,  -8.331571,  -0.437587,  -0.234211,  -0.868138,   6.000000,   0.500000
-13.703187,   7.567910, -10.293297,  -0.287187,   0.172504,  -0.942213,   6.000000,   0.500000
  7.391660,  -9.952257,   1.895324,   0.612147,   0.513671,  -0.601181,   6.000000,   0.500000
 12.299483,  -8.148062,  -7.366724,  -0.160329,  -0.975512,  -0.150571,   6.000000,   0.500000
 -4.562712,  -9.593780,   2.053069,   0.276811,   0.282734,  -0.918388,   6.000000,   0.500000
 -7.512189, -11.332879,   6.845562,  -0.431566,  -0.177100,   0.884526,   6.000000,   0.500000
  4.358792,   9.528605, -11.153903,   0.101108,   0.994181,   0.037173,   6.000000,   0.500000
 10.584239,  12.501676,   9.090955,   0.124801,  -0.057506,   0.990514,   6.000000,   0.500000
 10.876164,  -8.725050,  10.724075,   0.609367,   0.682641,  -0.403328,   6.000000,   0.500000
 -4.239246,  12.887300,   8.866451,   0.308383,   0.559103,  -0.769613,   6.000000,   0.500000
 13.002665,  -4.357336,   6.017351,  -0.599648,   0.452388,  -0.660126,   6.000000,   0.500000
-11.826479, -12.375648,   8.120791,   0.056201,  -0.132613,  -0.989573,   6.000000,   0.500000
 11.554965,   0.754995,  -5.098419,   0.033778,   0.818765,  -0.573135,   6.000000,   0.500000
-13.543910,  -6.925024,  -4.643465,  -0.071671,   0.989643,  -0.124378,   6.000000,   0.500000
  5.357765, -11.820933, -10.180864,   0.014448,   0.984961,   0.172172,   6.000000,   0.500000
-14.668919,  -4.771481,   4.836850,  -0.718702,   0.022012,  -0.694969,   6.000000,   0.500000
-10.676797,   7.541434,   5.199022,  -0.223759,  -0.162031,  -0.961081,   6.000000,   0.500000
-12.161063,   6.812928,   5.791882,  -0.257363,  -0.118101,  -0.959070,   6.000000,   0.500000
-13.219183,   0.135875,  11.576304,  -0.781996,  -0.244573,  -0.573295,   6.000000,   0.500000
  6.420680, -12.646360, -13.720610,   0.355184,   0.898553,   0.257773,   6.000000,   0.500000
  3.853696,   3.434500,  12.020840,   0.134287,   0.940290,  -0.312764,   6.000000,   0.500000
 -2.346659,  11.343933,  -6.891853,   0.266682,  -0.886678,  -0.377734,   6.000000,   0.500000
  4.542689,   7.024172,  13.026853,   0.162952,   0.966526,  -0.198178,   6.000000,   0.500000
-11.082500,   5.634508,  -3.706502,  -0.413561,  -0.258874,  -0.872898,   6.000000,   0.500000
-12.617819,   5.610981,  14.782886,   0.387665,   0.006868,   0.921775,   6.000000,   0.500000
 -8.884073,   4.270177, -13.481343,   0.536251,   0.339403,   0.772813,   6.000000,   0.500000
  2.502187,  -4.076841,   4.690146,  -0.251801,  -0.079210,   0.964532,   6.000000,   0.500000
 -6.784564,  -2.346168, -11.491889,  -0.681342,  -0.241269,  -0.691059,   6.000000,   0.500000
-13.823102,  12.827123,  10.652287,   0.509081,  -0.089047,   0.856100,   6.000000,   0.500000
 -7.277341,  14.210501, -13.898742,   0.405641,  -0.271094,  -0.872905,   6.000000,   0.500000
 -2.330763,  14.710177,   2.915145,   0.320642,   0.907898,   0.270017,   6.000000,   0.500000
-14.539541,  11.930450,  -3.437895,   0.180093,   0.291154,   0.939572,   6.000000,   0.500000
  3.502483, -13.450863, -10.052604,  -0.046605,   0.995864,   0.077995,   6.000000,   0.500000
-12.146921,   2.755391,   8.974433,   0.447842,   0.447271,   0.774200,   6.000000,   0.500000
  3.273599,  -6.652542,  -0.857514,   0.250749,   0.952399,  -0.173382,   6.000000,   0.500000
 -2.459222,  11.881760,  -7.659790,  -0.258908,   0.885779,   0.385179,   6.000000,   0.500000
 -4.261662,  -6.571072,   3.101610,   0.113965,  -0.371789,   0.921295,   6.000000,   0.500000
 -7.845665,  -4.844504, -14.250080,  -0.692336,  -0.087645,  -0.716233,   6.000000,   0.500000
  8.761950,  14.962872,  -7.930599,   0.224849,   0.927322,   0.299193,   6.000000,   0.500000
  2.341231,  14.374520,   1.871147,  -0.091046,  -0.989303,   0.113971,   6.000000,   0.500000
-11.933024,  -5.072943,   3.132388,  -0.606130,  -0.240529,  -0.758124,   6.000000,   0.500000
  7.921839,   6.997012,   8.787261,   0.194316,  -0.754572,   0.626788,   6.000000,   0.500000
-14.784073,  12.523421,  -5.125573,   0.236286,   0.389109,   0.890372,   6.000000,   0.500000
 -0.847656,   9.955960,  -3.714676,   0.284392,  -0.849285,  -0.444787,   6.000000,   0.500000
 13.399278,  -7.483885,   7.099178,  -0.483828,   0.376369,  -0.790099,   6.000000,   0.500000
  8.010009,  -7.010416, -14.830328,  -0.542396,  -0.754677,  -0.369148,   6.000000,   0.500000
-12.986901,  12.275559,  -9.380775,  -0.813705,   0.336749,  -0.473798,   6.000000,   0.500000
-11.707448,  12.865326,  11.304415,  -0.662312,   0.072312,  -0.745731,   6.000000,   0.500000
  4.441855,   6.467656,  11.887753,  -0.142512,  -0.944290,   0.296658,   6.000000,   0.500000
 -6.620164,  -2.207085,  12.565032,   0.633765,   0.273809,   0.723444,   6.000000,   0.500000
-12.953310,   6.454571, -14.243164,   0.352384,  -0.111447,   0.929196,   6.000000,   0.500000
 -8.480632,  -4.378899,  11.902566,  -0.565668,  -0.233026,  -0.791024,   6.000000,   0.500000
 10.531188,  12.849153,  -0.459202,   0.261242,   0.094025,   0.960683,   6.000000,   0.500000
  3.835239,   1.921654,   4.824050,  -0.173193,   0.949175,   0.262814,   6.000000,   0.500000
 10.904122, -11.925372,  -8.877524,  -0.259111,  -0.956668,  -0.132846,   6.000000,   0.500000
 13.270973,   4.242822,  -5.054331,   0.025478,  -0.755145,   0.655062,   6.000000,   0.500000
-11.866868,  14.413183,  -9.664026,  -0.989694,   0.036929,   0.138354,   6.000000,   0.500000
-14.213287,  10.084239,   1.606974,  -0.298600,  -0.126190,  -0.945999,   6.000000,   0.500000
  3.342369,  -6.775744,  -1.826632,   0.412142,   0.882679,  -0.225869,   6.000000,   0.500000
 10.799122,   6.148375,  -2.800931,   0.217499,  -0.351641,   0.910518,   6.000000,   0.500000
  5.200004,  -9.800333, -14.571213,  -0.288962,  -0.931119,  -0.222527,   6.000000,   0.500000
-10.989972,  -3.055768,  -2.050160,   0.456633,  -0.563270,   0.688632,   6.000000,   0.500000
  4.108145,   0.934153, -12.750613,   0.173650,   0.980209,  -0.095060,   6.000000,   0.500000
 -9.935496,  -0.953667,  10.916263,   0.776921,   0.396225,   0.489284,   6.000000,   0.500000
 -7.934530,  -1.168087,   3.205485,   0.644586,   0.625512,   0.439595,   6.000000,   0.500000
  0.902604,   1.279854,   5.956254,   0.137328,   0.747156,   0.650307,   6.000000,   0.500000
 10.450896,  12.050562,  14.189240,   0.216172,  -0.081537,   0.972945,   6.000000,   0.500000
  2.692152, -13.075648,   6.387185,   0.489611,   0.841339,   0.228976,   6.000000,   0.500000
 -0.916030,  -7.078849,   1.338434,   0.151893,   0.700558,  -0.697243,   6.000000,   0.500000
 -6.655635,   8.763438,  -8.738258,   0.243537,  -0.759691,  -0.602958,   6.000000,   0.500000
 -3.478382,  -8.808773, -10.287201,  -0.268698,  -0.139012,  -0.953140,   6.000000,   0.500000
-10.283999,   0.274307,  -4.566124,  -0.424426,   0.414284,  -0.805128,   6.000000,   0.500000
 -9.989238,  -1.679965,  -8.242890,   0.568942,  -0.355914,   0.741370,   6.000000,   0.500000
-11.955435,   9.447106,  -7.257907,  -0.562581,   0.497525,  -0.660281,   6.000000,   0.500000
 -7.404344,  -2.690313,  13.761522,   0.684557,   0.417692,   0.597423,   6.000000,   0.500000
 10.647536,  -8.684169,  -6.948519,  -0.147720,  -0.977666,  -0.149492,   6.000000,   0.500000
 -6.031425,   2.947364,   0.851077,   0.639294,   0.360640,   0.679147,   6.000000,   0.500000
  3.630123,   7.071153, -10.333307,   0.039101,   0.985946,   0.162423,   6.000000,   0.500000
 -0.366799,  -6.700393,   4.132040,   0.027820,  -0.353109,   0.935168,   6.000000,   0.500000
 -9.318855,   8.925072,  -8.809063,  -0.686653,   0.593756,  -0.419477,   6.000000,   0.500000
  1.300481,   7.470224, -11.171787,  -0.025778,  -0.989454,  -0.142538,   6.000000,   0.500000
-14.935397,  -1.030291, -12.360913,   0.752454,   0.122622,   0.647130,   6.000000,   0.500000
  5.810119,  10.603814,  11.327231,  -0.173641,   0.684635,  -0.707901,   6.000000,   0.500000
 -5.801861,  -5.338899,  11.674655,   0.469742,   0.087510,   0.878456,   6.000000,   0.500000
 -6.789220,  11.824831, -13.951767,   0.360085,   0.372747,   0.855218,   6.000000,   0.500000
 -2.402549,  12.815234, -14.590039,  -0.175658,   0.569539,   0.802976,   6.000000,   0.500000
  8.987230,   9.163344,  -2.951683,   0.382649,  -0.004810,   0.923881,   6.000000,   0.500000
-11.156129,  -9.520724,  -3.934101,   0.081586,  -0.981570,  -0.172811,   6.000000,   0.500000
 11.311889,  -7.821921,  12.738448,   0.768661,   0.632649,   0.094421,   6.000000,   0.500000
-14.900310,  -4.405645,  13.642069,   0.887712,   0.317766,   0.333154,   6.000000,   0.500000
 -0.864848,  -0.242421,   8.803047,  -0.129707,   0.509237,   0.850796,   6.000000,   0.500000
 10.218036,  -9.503118, -13.472692,  -0.728609,  -0.684094,   0.033819,   6.000000,   0.500000
 10.793220,   9.954810,  -4.583864,   0.354077,  -0.087798,   0.931086,   6.000000,   0.500000
-11.513883,  14.993647,  -0.541813,   0.410915,  -0.799747,  -0.437669,   6.000000,   0.500000
 11.045871,   0.249981,  -6.522469,   0.091312,  -0.976601,   0.194714,   6.000000,   0.500000
 -6.117531, -10.673020, -10.452769,   0.084727,  -0.484742,  -0.870544,   6.000000,   0.500000
 12.586329,  -7.508230,  14.608999,   0.764928,   0.635009,   0.107927,   6.000000,   0.500000
 -4.753973, -13.143651,  -1.880801,   0.541468,  -0.651216,  -0.531724,   6.000000,   0.500000
 -5.363579,   5.608196,   2.287594,   0.537638,   0.538686,   0.648663,   6.000000,   0.500000
  0.526443,  -6.220570,  -5.003663,  -0.125632,  -0.914598,  -0.384353,   6.000000,   0.500000
 13.100277,   6.646634,   0.682523,  -0.184925,   0.137384,  -0.973103,   6.000000,   0.500000
 -5.462519, -12.094099,   2.655664,  -0.656711,   0.277012,   0.701424,   6.000000,   0.500000
 -3.058990,  13.591012, -10.383071,  -0.276707,   0.774335,   0.569068,   6.000000,   0.500000
 13.744357,  13.518968,  -2.604254,  -0.059021,  -0.336944,  -0.939673,   6.000000,   0.500000
  6.256062,   3.235542,  14.626325,   0.082475,   0.952311,  -0.293773,   6.000000,   0.500000
  5.985818,  -9.537523,   0.529704,  -0.307990,  -0.842451,   0.442061,   6.000000,   0.500000
 11.901039,  10.949542,   0.215643,   0.369076,  -0.087238,   0.925296,   6.000000,   0.500000
 -0.170221, -10.721067,   5.725459,  -0.327421,  -0.421194,   0.845808,   6.000000,   0.500000
-10.426547,  12.816485,   9.996340,   0.372337,   0.270023,   0.887949,   6.000000,   0.500000
-13.822149,   9.989088,  -3.858417,  -0.167114,  -0.198259,  -0.965798,   6.000000,   0.500000
 12.669826,  12.245436,  -5.106671,   0.187567,   0.165023,   0.968290,   6.000000,   0.500000
  7.837194, -13.248366, -13.298361,   0.564512,   0.795072,   0.221781,   6.000000,   0.500000
 12.934813,  10.468646,  11.311931,   0.174662,  -0.221464,   0.959399,   6.000000,   0.500000
  8.364137,  -4.103508,  -2.181335,  -0.181610,  -0.939419,   0.290704,   6.000000,   0.500000
  7.706910,  -8.443648,  13.871076,   0.607270,   0.646006,   0.462493,   6.000000,   0.500000
 -9.247420,  -1.905991,  12.800813,  -0.749235,  -0.417015,  -0.514535,   6.000000,   0.500000
  8.270487,   2.423058,  10.109393,  -0.252238,  -0.717805,   0.648947,   6.000000,   0.500000
 13.325795,  -5.113791,  -7.884223,  -0.023721,   0.998950,   0.039199,   6.000000,   0.500000
-14.864698,  -3.500401,  14.262490,   0.877161,   0.418462,   0.235538,   6.000000,   0.500000
-14.557198,  -1.519876,  -4.672632,   0.135007,  -0.961439,   0.239600,   6.000000,   0.500000
-11.206267,  -5.581369, -10.325963,   0.355932,   0.931604,   0.073662,   6.000000,   0.500000
 -8.431885,  -2.695091,   1.891886,   0.700742,   0.181136,   0.690037,   6.000000,   0.500000
  5.502658,  14.707012,   3.182128,  -0.226833,   0.023750,  -0.973644,   6.000000,   0.500000
 14.203005,  -5.410079, -12.444803,  -0.729034,  -0.678836,  -0.087696,   6.000000,   0.500000
-13.462802,  -7.088228,  -6.491745,  -0.008112,  -0.984149,   0.177159,   6.000000,   0.500000
 12.697344,  -6.117864,   1.191825,  -0.753619,   0.451557,  -0.477656,   6.000000,   0.500000
 -5.961552,   6.328582,   6.915790,   0.345815,   0.921359,   0.177509,   6.000000,   0.500000
 -4.170310,  -8.947455,   2.646390,   0.151478,   0.358087,  -0.921319,   6.000000,   0.500000
-11.096961, -11.616376,   8.748915,   0.040793,  -0.110240,   0.993067,   6.000000,   0.500000
 -2.890759,  -7.815382,  -4.569173,   0.380597,   0.737567,   0.557800,   6.000000,   0.500000
 14.784229,  -7.319254,  -1.823627,  -0.327451,  -0.874086,  -0.358818,   6.000000,   0.500000
 -1.485694,   4.385717,   6.079911,  -0.170683,   0.368610,   0.913780,   6.000000,   0.500000
 14.139478,  -1.846715,  -4.448159,  -0.001403,  -0.978052,   0.208356,   6.000000,   0.500000
  1.187091,   5.666136, -13.602414,   0.015345,   0.957351,   0.288521,   6.000000,   0.500000
 -4.490904,  10.173703,   1.630932,   0.288438,   0.772854,   0.565243,   6.000000,   0.500000
  7.772128,  -9.722717,  -3.462059,   0.266803,   0.959735,  -0.087893,   6.000000,   0.500000
-12.854604,   2.503920, -11.228952,  -0.411633,   0.356024,  -0.838931,   6.000000,   0.500000
  4.182138,  -9.356729,   0.226755,  -0.288460,  -0.906887,   0.307160,   6.000000,   0.500000
 12.049089,   8.328319,   7.996482,   0.344336,  -0.275978,   0.897368,   6.000000,   0.500000
-11.784057,  -7.044728, -11.464715,   0.028827,   0.988331,  -0.149566,   6.000000,   0.500000
  5.859062,   9.758044,  -6.220320,  -0.181850,  -0.871087,  -0.456221,   6.000000,   0.500000
 -7.364796, -10.819251, -13.077664,   0.089015,  -0.339598,  -0.936349,   6.000000,   0.500000
-12.502189,  -8.043704,  -4.593844,  -0.002048,   0.999980,   0.005925,   6.000000,   0.500000
-10.596111,   5.598145,  12.655234,  -0.375467,  -0.401295,  -0.835456,   6.000000,   0.500000
-11.275272, -11.862398,  -2.000398,   0.144431,  -0.903285,  -0.404000,   6.000000,   0.500000
  6.225940, -14.132354,   1.725375,  -0.103505,  -0.093167,  -0.990256,   6.000000,   0.500000
 -7.899602, -12.519366,   0.085865,  -0.467907,   0.608037,   0.641369,   6.000000,   0.500000
 -6.468914,  11.365349,  14.623836,  -0.362538,  -0.273013,  -0.891084,   6.000000,   0.500000
-14.933618,   2.359298, -11.612407,  -0.388179,   0.589190,  -0.708641,   6.000000,   0.500000
 -5.524157,  -4.102564,  -8.554893,   0.506988,   0.304100,   0.806528,   6.000000,   0.500000
  2.803455,   2.699068,   2.389544,  -0.063941,   0.821809,   0.566164,   6.000000,   0.500000
 -5.297421,  -2.302132,   2.404933,   0.475802,  -0.338418,   0.811841,   6.000000,   0.500000
-10.228584,  -0.363097,   9.665233,  -0.757377,  -0.358870,  -0.545520,   6.000000,   0.500000
-13.146382,   9.144555,  12.942724,  -0.319161,   0.036954,  -0.946980,   6.000000,   0.500000
  3.550827,   1.721809,  -1.488643,  -0.283001,   0.572918,   0.769205,   6.000000,   0.500000
-14.208755,  14.310942,   6.418002,  -0.145932,  -0.122628,  -0.981665,   6.000000,   0.500000
  0.674224,  -0.556622,  11.913625,  -0.232413,   0.419887,   0.877314,   6.000000,   0.500000
  0.619044,  13.987155,  11.843183,  -0.282859,  -0.649974,  -0.705354,   6.000000,   0.500000
 11.821432,  12.726435,  -5.023575,  -0.228182,  -0.228582,  -0.946406,   6.000000,   0.500000
-12.403971, -14.159502,  -8.748892,  -0.852087,  -0.233464,   0.468447,   6.000000,   0.500000
 -5.228577, -11.226001,   0.414248,  -0.688966,   0.282156,   0.667618,   6.000000,   0.500000
 14.805021,  -4.491093,   9.793430,  -0.802428,  -0.462256,  -0.377399,   6.000000,   0.500000
  6.127698,  -1.720662, -13.286433,  -0.125559,  -0.981629,   0.143666,   6.000000,   0.500000
 -2.906136, -12.959166, -13.560728,   0.221724,  -0.051556,  -0.973746,   6.000000,   0.500000
 -7.871434,  14.907847,  -8.898920,   0.814133,  -0.344032,  -0.467792,   6.000000,   0.500000
 11.680666,  12.994682,  -0.879345,  -0.151777,  -0.162267,  -0.975004,   6.000000,   0.500000
  2.302493,   0.155509,  10.515785,  -0.437621,   0.165424,   0.883811,   6.000000,   0.500000
 13.321720,   4.046407,  11.724406,  -0.279117,   0.373288,  -0.884732,   6.000000,   0.500000
-14.696991,   2.586042,   9.491631,  -0.494161,  -0.047115,  -0.868093,   6.000000,   0.500000
 -8.686705,  10.505899,   8.403845,   0.276230,   0.214515,   0.936846,   6.000000,   0.500000
 -5.936533, -13.844022,   0.823134,   0.507415,  -0.656396,  -0.558278,   6.000000,   0.500000
 -6.851805,   0.363554,  -5.949208,   0.588774,   0.059046,   0.806138,   6.000000,   0.500000
-10.608601,   4.365650,  -2.691960,   0.531495,   0.050270,   0.845568,   6.000000,   0.500000
  0.874466,  10.641123,   7.326610,   0.252728,   0.642029,   0.723828,   6.000000,   0.500000
  9.425120,   2.390931, -10.353306,   0.016596,   0.813553,  -0.581254,   6.000000,   0.500000
 -9.477608,  -8.360312,   1.592554,  -0.010492,   0.513542,   0.858000,   6.000000,   0.500000
 -0.739664, -10.941399,  -2.816869,  -0.620160,  -0.386158,   0.682850,   6.000000,   0.500000
 12.826854,   4.419514, -11.110686,   0.290699,  -0.687187,   0.665784,   6.000000,   0.500000
-12.546784,  -5.428201,   3.840696,  -0.618188,  -0.196670,  -0.761029,   6.000000,   0.500000
  2.535289,   1.380747,  -2.421949,   0.384151,  -0.471840,  -0.793596,   6.000000,   0.500000
 -4.493299,   1.459477, -13.398498,  -0.600837,  -0.542284,  -0.587301,   6.000000,   0.500000
 -0.967413, -11.760056, -13.126806,   0.088815,   0.462362,  -0.882232,   6.000000,   0.500000
  3.237626,  14.908377,   8.683711,  -0.449179,  -0.650920,  -0.611998,   6.000000,   0.500000
